dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;metadonnees-complementaires.date-observation;metadonnees-complementaires.periode-donnees;metadonnees-complementaires.champ;metadonnees-complementaires.couverture-geographique;metadonnees-complementaires.unite-statistique;metadonnees-complementaires.secret-statistique;datasetid
;;;;;;;;;;;;;;;;;dataviz2;<p>Jeu de données technique, utilisé par une page de dataviz.<br></p>;;hors catalogue;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2010-01-01T09:41:02+00:00;False;False;2024-09-30T13:33:23+00:00;2024-09-30T13:33:24.831000+00:00;;False;;Point;"{""coordinates"": [[[55.82546406425536, 51.07081616297364], [-63.07941989041865, 51.07081616297364], [-63.07941989041865, -21.37721381150186], [55.82546406425536, -21.37721381150186], [55.82546406425536, 51.07081616297364]]], ""type"": ""Polygon""}";DEPP – Ministère de l’éducation nationale;;55663;;;;;;;False;;;;;;;;;dataviz-ips-colleges
2023-11-23;2023-12-14;;;;;annual;;la rentrée scolaire;;;;;2022-12-31T23:00:00+00:00;2023-12-30T23:00:00+00:00;;;Résultats aux évaluations nationales de début de sixième par académie;"Ce jeu de données contient les scores moyens et les 
écarts types, ainsi que les répartitions dans les groupes des élèves de 
sixième aux évaluations nationales de français et de mathématiques. Les 
statistiques sont issues des données consolidées. Les données sont 
présentées par académie et au niveau national.<br><br>Cette évaluation 
se déroule en septembre chaque année pour tous les élèves de sixième des
 établissements publics et privés sous contrat. La date d'évaluation est
 indiquée comme étant le 15 septembre de chaque année, elle varie de 
quelques jours d'un établissement à l'autre et d'une année à l'autre.";Evaluation des élèves;Évaluations,sixième,scores,groupe;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-03-06T16:14:54.631000+00:00;True;True;2025-03-06T16:09:33+00:00;2025-03-06T16:14:57.821000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;1488;;;;;;;False;;;15/09/2024;2017-2024;Public et privé sous contrat sous tutelle du ministère de l'éducation nationale;France + Saint-Martin et Saint-Barthélemy rattachées à l’académie de la Guadeloupe;Les élèves de sixième;;fr-en-evaluations_nationales_6eme_academie
;;;;;;Annuelle;France;2016-2019;;;;;2015-12-31T23:00:00+00:00;2019-12-30T23:00:00+00:00;;;Taux d'emploi des diplômes de la voie professionnelle;"<p>Taux d'emploi dans la voie professionnelle par spécialité de diplômes depuis 2016.</p><p>L'année correspond à l'année de sortie d'études des élèves inscrits en dernière année de cycle professionnel. Par exemple, pour l'année 2019, est observé le taux d'emploi à 6 mois des sortants de 2019.<br></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Source : Inserjeunes</span></p><p><span style=""font-family: inherit; font-size: 0.875rem;"">Champ : secteurs public et privé (sous contrat pour les scolaires), élèves sous statut scolaire et apprentis<br></span><br></p><p></p>";Diplômes et examens,Parcours et insertion professionnelle;insertion,voie professionnelle,formation professionnelle;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2021-09-22T14:18:45+00:00;False;True;2021-09-22T14:18:45+00:00;2025-06-04T10:04:21.493000+00:00;world_fr;True;France;;;DGESCO - Ministère de l'éducation nationale;;635;;;;;;;False;;;;;;;;;fr-en-carto-pro-insertion
;;;;;;;;;;;;;;;;;Lycées des métiers;"<p>Ce jeu de données précise les filières de rattachement de chaque lycée des métiers, ainsi que son label.</p><p>

</p><p class=""MsoNormal"">Le label « Lycée des métiers » permet d'identifier des pôles
de compétences en matière de formation professionnelle, de certification et de
coopération avec les entreprises au sein d’une filière professionnelle ou d’un
territoire. Il est attribué par les recteurs et rectrices de région académique
ou, par délégation, d’académie.</p>

<p class=""MsoNormal"">Les établissements labellisés peuvent proposer des
formations relatives à différentes filières d’activités. En plus de la
géolocalisation et de la précision de l’intitulé propre à chaque établissement,
le jeu de données permet d’activer des filtres par filière (nomenclature
utilisée : 12 filières de classification des campus des métiers et des
qualifications + 1 filière « Agriculture, paysage et horticulture »).</p><p class=""MsoNormal"">Pour plus d’informations sur le label, consulter la page
dédiée du site Eduscol : <a href=""https://eduscol.education.fr/670/le-label-lycee-des-metiers"">https://eduscol.education.fr/670/le-label-lycee-des-metiers</a></p>";Etablissements (dont IPS);;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-09-11T12:35:51+00:00;False;True;2025-09-11T12:35:51+00:00;2025-09-11T12:35:51.248000+00:00;;False;;Point;"{""coordinates"": [[[55.73946280404925, 51.02923865430057], [-61.73993032425642, 51.02923865430057], [-61.73993032425642, -21.079406174831092], [55.73946280404925, -21.079406174831092], [55.73946280404925, 51.02923865430057]]], ""type"": ""Polygon""}";DGESCO - Ministère de l'éducation nationale;;806;;;;;;;False;;ANNUAL;;;;;Etablissement;;fr-en-lycees-metiers
2024-10-31;2024-10-31;;;;;;;;;;;;;;;;TCF (Test de connaissance du français) - inscrits par centres de passation;<p>Ce jeu de données présente le nombre d'inscrits au TCF depuis 2023, par pays de passation, villes et centres. Il comprend également des détails sur les types de déclinaison. Les données sur les inscrits sont saisies par les centres de passation dans l'application TEO. Ce jeu de données sera actualisé annuellement. Cette certification en langue français est gérée par France Éducation international pour le ministère de l'éducation nationale et de la jeunesse. Pour plus d'informations : https://www.france-education-international.fr/hub/diplomes-tests<br></p>;Evaluation des élèves;certification,langue française,expression écrite,expression orale,communication écrite,communication orale,structure de la langue,test de langue;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-12T13:56:47.362000+00:00;True;True;2026-01-12T13:53:50+00:00;2026-01-12T13:56:52.004000+00:00;world;False;World;;;France Éducation international;;4148;;;;;;;False;;ANNUAL;;;;;;;fr-en-tcf_inscrits_centres
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Voies Olympiques et Paralympiques;"<p class=""trailer-half break-word"" style='margin-bottom: 0.75rem; overflow-wrap: break-word; max-width: 100%; color: rgb(76, 76, 76); font-family: ""Avenir Next W01"", ""Avenir Next W00"", ""Avenir Next"", Avenir, ""Helvetica Neue"", sans-serif; font-size: 16px;'><span class=""js-view if-snippet break-word"" style=""overflow-wrap: break-word; max-width: 100%; display: inherit;"">Réseau des voies et itinéraires Olympique et Paralympique.</span></p>";Sport, jeunesse et vie associative;transport,mobilité,VROP,ORN,PRN;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-10-01T10:01:27+00:00;False;False;2024-10-07T15:09:28+00:00;2024-10-07T15:09:29.133000+00:00;;False;;LineString;"{""coordinates"": [[[2.6687440741807222, 49.01535348035395], [1.9615198206156492, 49.01535348035395], [1.9615198206156492, 48.75487548764795], [2.6687440741807222, 48.75487548764795], [2.6687440741807222, 49.01535348035395]]], ""type"": ""Polygon""}";Ministère des Sports;;2000;;;;;;;False;;;;;;;;;paris-2024-voies-olympiques-et-paralympiques
2016-10-24;;;;;;Annuelle;France;2011-2019;;;;;2010-12-31T23:00:00+00:00;2019-12-30T23:00:00+00:00;;;Écoles éducation prioritaire;<p>Indicateurs relatifs à l'éducation prioritaire pour les écoles</p>;Etablissements (dont IPS),Politique éducative (dont éducation prioritaire);éducation prioritaire,établissement,école,élèves,REP,REP+;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2020-12-18T17:34:18+00:00;False;True;2020-12-18T17:34:18+00:00;2025-06-04T10:13:28.162000+00:00;world;True;World;Point;"{""coordinates"": [[[55.82406537607312, 51.071840724907815], [-63.10094168409705, 51.071840724907815], [-63.10094168409705, -21.38549010269344], [55.82406537607312, -21.38549010269344], [55.82406537607312, 51.071840724907815]]], ""type"": ""Polygon""}";DGESCO - Ministère de l'éducation nationale;;417147;;;;;;;False;;;;;;;;;fr-en-ecoles-ep
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Zones de dépose reprise spectateurs;"<p break-word\""="""" class='\""trailer-half' style='margin-bottom: 0.75rem; overflow-wrap: break-word; max-width: 100%; color: rgb(76, 76, 76); font-family: \""Avenir Next W01\"", \""Avenir Next W00\"", \""Avenir Next\"", Avenir, \""Helvetica Neue\"", sans-serif; font-size: 16px;'>
	<span 100%;="""" break-word;="""" break-word\""="""" class='\""js-view' display:="""" if-snippet="""" inherit;\""="""" max-width:="""" style='\""overflow-wrap:'>Localisation des zones de dépose reprise des spectateurs aux abord des sites.</span>
</p>";Sport, jeunesse et vie associative;transport,mobilité,spectateurs;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-09-11T15:02:28+00:00;False;False;2024-10-07T15:11:49+00:00;2024-10-10T16:14:30.331000+00:00;;False;;Point;;Ministère des Sports;;184;;;;;;;False;;;;;;;;;paris-2024-zones-de-depose-reprise-spectateurs
2024-04-12;2024-04-12;;;;;irregular;Monde;2023-2024;;;;;2023-08-31T22:00:00+00:00;2024-08-30T22:00:00+00:00;;;Assistants de langue française à l'étranger - postes offerts;"<p>Ce jeu de données présente le nombre de postes offerts pour les assistants de langue française à l'étranger.<br>Les assistants de langue française sont affectés dans des établissements scolaires (primaire ou secondaire) ou universitaires pour une durée comprise entre 4,5 et 12 mois selon les destinations. <br>Le rôle de l'assistant est d'améliorer les compétences en communication des élèves, notamment à l'oral, et d'approfondir leur connaissance de la culture française.<br>Pour plus d’informations : <a href=""https://www.france-education-international.fr/venir-en-france/devenir-assistant-de-langue-en-france"" target=""_blank"">https://www.france-education-international.fr/partir-letranger/devenir-assistant-de-langue-francaise-letranger?langue=fr</a> <br></p>";Enseignements (dont formation, spécialité, langue, sport);mobilité,Assistants,langue française,mobilité internationale,enseignement des langues,oral,culture;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-13T10:30:49.906000+00:00;True;True;2026-01-13T10:23:59+00:00;2026-01-13T10:32:00.221000+00:00;;False;;;;France Éducation international;;98;;;;;;;False;;;;2023-2024;;;;;fr-en-assistants_langue_francaise
2024-12-19;;;;;;;;;;;;;;;;;Hybridation de l’enseignement en lycée - par lycée;"<p>Dans le cadre du plan de relance, la mesure ""hybridation de l’enseignement en lycée"", s’inscrivant dans le
 cadre des accords régionaux de relance annexés aux CPER 2021-2027 et 
bénéficiant de fonds européens, concourt à l’équipement des lycées en 
matériels, en services et ressources numériques pour l’hybridation des 
enseignements, et l’accompagnement de leur prise en main.

    </p><p>Ce jeu de données présente la liste des collectivités bénéficiaires et 
le montant de la subvention versée avec le nombre de classes bénéficiaires 
pour le dispositif Hybridation de l’enseignement en lycée.
</p>Plus d'information sur <a href=""https://www.education.gouv.fr/plan-de-relance-continuite-pedagogique-hybridation-de-l-enseignement-en-lycee-343138"" target=""_blank"">https://www.education.gouv.fr/plan-de-relance-continuite-pedagogique-hybridation-de-l-enseignement-en-lycee-343138</a>";Politique éducative (dont éducation prioritaire);hybridation,collectivités,plan de relance;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-03-03T16:00:47.997000+00:00;True;True;2025-01-30T16:03:37+00:00;2025-03-03T16:02:26.669000+00:00;;False;;Point;"{""coordinates"": [[[45.286459252238274, 51.047427048906684], [-63.07236014865339, 51.047427048906684], [-63.07236014865339, -12.937008594162762], [45.286459252238274, -12.937008594162762], [45.286459252238274, 51.047427048906684]]], ""type"": ""Polygon""}";DNE - Ministère de l'Education Nationale;;1713;;;;;;;False;;;;;;;;;fr-en-hybridation_lycees_par_lycee
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Tracés des road events;<p>Ce jeu de données recense les tracés géographiques des road events olympiques et paralympiques </p>;Sport, jeunesse et vie associative;;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-09-05T22:00:05+00:00;False;False;2024-10-10T14:12:05+00:00;2024-10-10T14:12:07.514000+00:00;;False;;LineString;"{""coordinates"": [[[2.607419975101948, 48.94493652507663], [1.812855452299118, 48.94493652507663], [1.812855452299118, 48.673272002488375], [2.607419975101948, 48.673272002488375], [2.607419975101948, 48.94493652507663]]], ""type"": ""Polygon""}";Ministère des Sports;;30;;;;;;;False;;;;;;;;;paris-2024-road-events-path
2016-12-07;;;;;;Ponctuelle;France;2020;;;;;2019-12-31T23:00:00+00:00;2020-12-30T23:00:00+00:00;;;Organisation du temps scolaire;"<p><strong></strong>L'organisation du temps scolaire répond à  des objectifs pédagogiques pour permettre aux enfants de mieux apprendre  à l'école : favoriser les apprentissages fondamentaux le matin, au  moment où les élèves sont les plus attentifs ; bénéficier de 5 matinées  pour des temps d'apprentissage plus réguliers. Ce jeu de données expose l'organisation du temps scolaire des établissements scolaires du premier degré pour la France métropolitaine, les DOM,       Saint-Martin et Saint-Barthélémy.<strong></strong></p>";Etablissements (dont IPS),Politique éducative (dont éducation prioritaire),Organisation du système scolaire;rythme,élèves,école,PEDT,activités péri-éducatives,horaires;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-12-05T14:00:37+00:00;True;True;2025-12-05T14:00:37+00:00;2025-12-05T14:00:37.594000+00:00;world;True;World;Point;"{""coordinates"": [[[55.82593973726034, 51.07182266190648], [-63.10663995333016, 51.07182266190648], [-63.10663995333016, -21.387618770822883], [55.82593973726034, -21.387618770822883], [55.82593973726034, 51.07182266190648]]], ""type"": ""Polygon""}";DGESCO - Ministère de l'éducation nationale;;113293;;;;;;;False;;ANNUAL;;;;;;;fr-en-organisation-du-temps-scolaire
;;;;;;;;;;;;;;;;;dataviz1;<p>Jeu de données technique, utilisé par une page de dataviz.<br></p>;;hors catalogue;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2010-01-01T09:41:02+00:00;False;False;2024-09-30T13:31:39+00:00;2024-09-30T13:31:40.246000+00:00;;False;;Point;"{""coordinates"": [[[55.73946280404925, 51.047427048906684], [-63.07236014865339, 51.047427048906684], [-63.07236014865339, -21.381414863280952], [55.73946280404925, -21.381414863280952], [55.73946280404925, 51.047427048906684]]], ""type"": ""Polygon""}";DEPP – Ministère de l’éducation nationale;;28972;;;;;;;False;;;;;;;;;dataviz-ips-lycees
2024-11-20;;;;;;annual;France;2022-2023;Départementale;;;;2022-08-31T23:00:00+00:00;2023-08-31T23:00:00+00:00;;;Le remplacement des professeurs absents dans l'enseignement public du premier degré;"<p class="""" style=""text-align:justify""><span style=""mso-bidi-font-size:
10.0pt;font-family:Marianne"">Ce jeu de données liste les taux de remplacement
des professeurs absents dans l'enseignement public du premier degré dans les
académies et départements de France métropolitaine et DROM (hors mayotte) en 2022-2023.</span></p><p class=""MsoNormal"" style=""text-align:justify""><span style=""font-family: Marianne; font-size: 0.875rem;"">Une priorité ministérielle qui se traduit par
des indicateurs de performance dans le cadre de la politique prioritaire du
gouvernement (PPG)</span></p><p class=""MsoNormal"" style=""text-align:justify""><span style=""font-family: Marianne; font-size: 0.875rem; text-indent: 36pt;"">- taux du remplacement dans le premier
degré ;</span></p><p class=""MsoNormal"" style=""text-align:justify""><span style=""mso-bidi-font-size:
10.0pt;font-family:Marianne""> </span><span style=""font-family: Marianne; font-size: 0.875rem;"">Le remplacement dans le premier degré public.</span></p><p class=""MsoNormal"" style=""text-align:justify""><span style=""mso-bidi-font-size:
10.0pt;font-family:Marianne"">Dans le premier degré, le taux de remplacement (ou
taux d’efficacité du remplacement) se mesure par le rapport du nombre de
demi-journées effectivement remplacées sur le nombre de demi-journées à
remplacer dans la fonction « enseignement » (professeurs devant
élèves en congé (pour maladie ordinaire, longue maladie, maternité, etc.) et,
depuis 2014, des personnels enseignants bénéficiant d’une autorisation d’absence
ou en formation continue.<o:p></o:p></span></p><p class=""MsoNormal"" style=""text-align:justify""><span style=""font-family: Marianne; font-size: 0.875rem;"">Cet indicateur est construit à partir de
l’application de gestion des personnels du premier degré (AGAPE) et de son
module de gestion du remplacement (ARIA).</span></p><p class="""" style=""text-align:justify""><span style=""font-family: Marianne; font-size: 0.875rem;"">Taux de remplacement =  </span><span style=""font-family: Marianne; font-size: 0.875rem;"">Nb de 0,5 journées d'absence effectivement remplacées/ Nb total de 0,5 journées d'absence </span></p><p class=""MsoNormal"" style=""margin-top:.1pt;text-align:justify"">























</p><p class=""MsoNormal"" style=""text-align:justify""><span style=""mso-bidi-font-size:
10.0pt;font-family:Marianne;mso-no-proof:yes""></span><span style=""mso-bidi-font-size:10.0pt;
font-family:Marianne""><o:p></o:p></span></p>";Ressources humaines,Enseignements (dont formation, spécialité, langue, sport),Organisation du système scolaire;remplacement,premier degré,enseignements ,ressources humaines;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-11-20T10:50:07+00:00;False;False;2024-11-20T11:37:23+00:00;2025-02-20T14:31:14.822000+00:00;world_fr;True;France;;;DGRH - Ministère de l'éducation nationale;;100;;;;;;;False;;ANNUAL;;2022-2023;;France hors Mayotte;;;fr-en-remplacement-premier-degre
2024-06-14;2024-06-14;;;;;;;;;;;;;;;;Établissements membres d'une cité éducative;<p>Liste géolocalisée des établissements publics et privés appartenant à une cité éducative en France, comprenant des établissements du premier et du second degré.</p>;Etablissements (dont IPS);cité scolaire,établissements,structures,lycées,collèges,écoles;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-27T05:05:47+00:00;True;True;2026-01-27T05:05:47+00:00;2026-01-27T05:05:47.266000+00:00;;False;;Point;"{""coordinates"": [[[55.72342528961599, 51.04856975376606], [-63.10663995333016, 51.04856975376606], [-63.10663995333016, -21.303605446591973], [55.72342528961599, -21.303605446591973], [55.72342528961599, 51.04856975376606]]], ""type"": ""Polygon""}";Ministère de l'Éducation nationale;;4110;;;;;;;False;;;tous les jours;la date d'observation;les établissements appartenant à une cité éducative;France;établissement scolaire;;fr-en-cites_educatives
2022-02-16;2022-02-16;;;;;Annuelle;France;Session annuelle des examens du baccalauréat de Juin à Septembre;;;;;2021-06-29T22:00:00+00:00;2024-06-29T22:00:00+00:00;;;Le baccalauréat par académie;"<p>Ce jeu de données contient les résultats au baccalauréat par académie et
 par voie du baccalauréat.  Le baccalauréat est un diplôme national qui 
sanctionne la fin des études secondaires générales, technologiques ou 
professionnelles.<br><br>Ce jeu de données regroupe l'ensemble des 
candidats au baccalauréat des sessions de juin et de septembre, quels 
que soient leur origine scolaire (candidats individuels compris) et le 
ministère délivrant le diplôme (éducation nationale ou agriculture). <br><br>La date d'observation est définie au 30 juin de chaque année même si la date des épreuves varie d'une année à l'autre.<br><br>Dernière observation : Session 2024 du baccalauréat</p><p>Pour en savoir plus :<br>
    Notes d'information : <a href=""https://www.education.gouv.fr/resultats-definitifs-de-la-session-2024-du-baccalaureat-un-taux-de-reussite-en-hausse-dans-chacune-416467"" target=""_blank"">25.05</a> ; <a href=""https://www.education.gouv.fr/resultats-definitifs-de-la-session-2023-du-baccalaureat-stabilisation-des-resultats-apres-la-crise-413901"" target=""_blank"">24.07</a></p>";Diplômes et examens;lycée,élèves,examen,baccalauréat;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;;;;2025-02-21T10:23:46.002000+00:00;True;True;2025-02-20T16:14:23+00:00;2025-02-21T10:23:49.109000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;34371;;;;;;;False;;;30/06/2024;2021-2024;Candidats aux diplômes délivrés par le ministère chargé de l'Éducation nationale et le ministère chargé de l'Agriculture. Tous les statuts des candidats sont pris en compte, qu'ils soient scolaires, apprentis ou autres (formation continue, candidat individuel ou en enseignement à distance);France;Les candidats au baccalauréat;;fr-en-baccalaureat-par-academie
2024-11-19;2024-11-19;DGESCO;;;;annual;;;;;NationalAuthority;;;;;;Cartographie de l'accompagnement à la déficience sensorielle;"<p class="""" style=""font-family: Marianne, arial, sans-serif; font-size: 14px;line-height: 1.5rem;"">Sont recensés ici les lieux d'enseignement de la langue des signes française, selon qu'elle constitue une langue première (LSF1) ou seconde (LSF2).<br><br>Les Pôles d'Enseignement pour les Jeunes Sourds (PEJS) sont également identifiés et localisés dans les établissements structurant le réseau.<br><br>Les données sont celles de la rentrée scolaire 2024.</p>";Etablissements (dont IPS),Organisation du système scolaire,Enseignements (dont formation, spécialité, langue, sport);;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-02-06T09:26:47+00:00;False;True;2025-02-06T09:26:47+00:00;2025-09-22T14:09:59.948000+00:00;world_fr;True;France;Point;"{""coordinates"": [[[55.51563145592809, 51.036868994124234], [-52.28102962486446, 51.036868994124234], [-52.28102962486446, -21.346637466922402], [55.51563145592809, -21.346637466922402], [55.51563145592809, 51.036868994124234]]], ""type"": ""Polygon""}";DGESCO - Ministère de l'éducation nationale;;307;;;;;;;False;;ANNUAL;Rentrée scolaire 2024;;;France entière;;;fr-en-carto-acc-sensoriel
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Boutiques officielles;"<p><span style=""font-family: inherit; font-size: 0.875rem;"">Ce jeu de données recense les principales informations relatives aux boutiques officielles on-site et off-site de produits dérivés Paris 2024 (nom, date, adresse, localisation, accessibilité)</span><br></p>";Sport, jeunesse et vie associative;Boutiques officielles;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;Europe/Paris;2024-06-27T12:55:49+00:00;False;False;2024-10-07T15:05:51+00:00;2024-10-30T15:24:38.110000+00:00;world_fr;True;France;Point;"{""coordinates"": [[[7.192603228613734, 50.63648220151663], [-1.526059079915285, 50.63648220151663], [-1.526059079915285, 43.262262786738575], [7.192603228613734, 43.262262786738575], [7.192603228613734, 50.63648220151663]]], ""type"": ""Polygon""}";Ministère des Sports;https://www.paris2024.org/fr/;149;https://www.data.paris2024.org/fr/,INSEE IGN NaturalEarth DGCL - BANATIC MEFR MAA;;;;;;False;;;;;;;;;paris-2024-boutiques-officielles
2024-06-11;2024-06-11;;;;;annual;;la rentrée scolaire;;;;;2018-09-14T22:00:00+00:00;2024-09-14T22:00:00+00:00;;;Les évaluations nationales Repères CP par académie;<p>Ce jeu de données contient les taux de maîtrise par académie des élèves de CP aux évaluations nationales Repères de français et de mathématiques. Les statistiques sont issues des données consolidées. Ce jeu de données présente les résultats par académie et au niveau national.<br><br>L'évaluation de début de CP concerne tous les élèves qui entrent au CP dans toutes les écoles de France, publiques et privées sous contrat. Elle se déroule en début d'année scolaire, dans le courant du mois de septembre. La date d'évaluation est indiquée comme étant le 15 septembre de chaque année, elle varie de quelques jours d'un établissement à l'autre et d'une année à l'autre.<br></p>;Evaluation des élèves;Évaluations,CP,taux de maitrise,mathématiques,français;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-03-25T12:56:10.659000+00:00;True;True;2025-03-06T16:02:58+00:00;2025-03-25T12:56:14.380000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;9620;;;;;;;False;;;15/09/2024;2018-2024;Établissements scolaires des secteurs public et privé sous contrat;France + Saint-Martin et Saint-Barthélemy rattachées à l’académie de la Guadeloupe;Les élèves de CP;;fr-en-evaluations_nationales_cp_academie
